id_bo_luat,toi_danh,dieu,khoan,noi_dung,nhan_dieu_luat,muc_hinh_phat,muc_hinh_phat_cao_nhat,phan_loai_toi_pham,thoi_han_dieu_tra,gia_han_dieu_tra_1,gia_han_dieu_tra_2,gia_han_dieu_tra_3,thoi_han_dieu_tra_bo_sung_vks,thoi_han_dieu_tra_bo_sung_ta,thoi_hieu,thoi_han_tam_giam,gia_han_tam_giam_1,gia_han_tam_giam_2,gia_han_tam_giam_3,gia_han_tam_giam_4
373_3,Dùng nhục hình,373,3,"3. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 07 năm đến 12 năm: a) gây thương tích hoặc gây tổn hại về sức khỏe cho người khác mà tỷ lệ tổn thương cơ thể 61% trở lên; b) làm người bị nhục hình tự sát.","Khoản 3, Điều 373 - Dùng nhục hình",Thì bị phạt tù từ 07 năm đến 12 năm,Tù 12 năm,Rất nghiêm trọng,4,4,4,,2,1,15,,,,,
373_4,Dùng nhục hình,373,4,"4. Phạm tội làm người bị nhục hình chết, thì bị phạt tù từ 12 năm đến 20 năm hoặc tù chung thân.","Khoản 4, Điều 373 - Dùng nhục hình",Tù chung thân,Tù chung thân,Đặc biệt nghiêm trọng,4,4,4,4,2,1,20,,,,,
374_1,Bức cung,374,1,"1. Người nào trong hoạt động tố tụng mà sử dụng thủ đoạn trái pháp luật ép buộc người bị lấy lời khai, người bị hỏi cung phải khai ra thông tin liên quan đến vụ án, vụ việc, thì bị phạt tù từ 06 tháng đến 03 năm.","Khoản 1, Điều 374 - Bức cung",Tù từ 06 tháng đến 03 năm,Tù 03 năm,Ít nghiêm trọng,2,2,,,2,1,5,,,,,
374_2,Bức cung,374,2,"2. Phạm tội thuộc một trong những trường hợp sau đây, thì bị phạt tù từ 02 năm đến 07 năm: a) phạm tội 02 lần trở lên; b) đối với 02 người trở lên; c) đối với người dưới 18 tuổi, phụ nữ mà biết là có thai, người già yếu, người khuyết tật nặng hoặc khuyết tật đặc biệt nặng; d) dùng nhục hình hoặc đối xử tàn bạo, hạ nhục nhân phẩm người bị lấy lời khai, người bị hỏi cung; đ) dùng thủ đoạn tinh vi, xảo quyệt; e) dẫn đến làm sai lệch kết quả khởi tố, điều tra, truy tố, xét xử; g) ép buộc người bị lấy lời khai, người bị hỏi cung phải khai sai sự thật.","Khoản 2, Điều 374 - Bức cung",Tù từ 02 năm đến 07 năm,Tù 07 năm,Nghiêm trọng,3,3,2,,2,1,10,,,,,
374_3,Bức cung,374,3,"3. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 07 năm đến 12 năm: a) làm người bị bức cung tự sát; b) dẫn đến bỏ lọt tội phạm ít nghiêm trọng hoặc tội phạm nghiêm trọng; người thực hiện tội phạm ít nghiêm trọng hoặc tội phạm nghiêm trọng.","Khoản 3, Điều 374 - Bức cung",Tù từ 07 năm đến 12 năm,Tù 12 năm,Rất nghiêm trọng,4,4,4,,2,1,15,,,,,
374_4,Bức cung,374,4,"4. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 12 năm đến 20 năm hoặc tù chung thân: a) làm người bị bức cung chết; b) dẫn đến làm oan người vô tội; c) dẫn đến bỏ lọt tội phạm rất nghiêm trọng hoặc tội phạm đặc biệt nghiêm trọng; người thực hiện tội phạm rất nghiêm trọng hoặc tội phạm đặc biệt nghiêm trọng.","Khoản 4, Điều 374 - Bức cung",Tù chung thân,Tù chung thân,Đặc biệt nghiêm trọng,4,4,4,4,2,1,20,,,,,
375_1,"Làm sai lệch hồ sơ vụ án, vụ việc",375,1,"1. điều tra viên, kiểm sát viên, thẩm phán, hội thẩm, thư ký tòa án, người khác có nhiệm vụ, quyền hạn trong hoạt động tư pháp, người bào chữa, người bảo vệ quyền và lợi ích hợp pháp của bị hại, đương sự thêm, bớt, sửa đổi, đánh tráo, hủy hoặc làm hư hỏng tài liệu, vật chứng của vụ án, vụ việc hoặc bằng thủ đoạn khác nhằm làm sai lệch nội dung vụ án, vụ việc, thì bị phạt tù từ 01 năm đến 05 năm.","Khoản 1, Điều 375 - Làm sai lệch hồ sơ vụ án, vụ việc",Tù từ 01 năm đến 05 năm,Tù 05 năm,Nghiêm trọng,3,3,2,,2,1,10,,,,,
375_2,"Làm sai lệch hồ sơ vụ án, vụ việc",375,2,"2. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 05 năm đến 10 năm: a) có tổ chức; b) dẫn đến việc giải quyết vụ án, vụ việc bị sai lệch; c) gây thiệt hại từ 500.000.000 đồng đến dưới 1.000.000.000 đồng.","Khoản 2, Điều 375 - Làm sai lệch hồ sơ vụ án, vụ việc",Tù từ 05 năm đến 10 năm,Tù 10 năm,Rất nghiêm trọng,4,4,4,,2,1,15,,,,,
375_3,"Làm sai lệch hồ sơ vụ án, vụ việc",375,3,"3. phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 10 năm đến 15 năm: a) dẫn đến việc kết án oan người vô tội, bỏ lọt tội phạm hoặc người phạm tội; b) làm người bị bắt, người bị tạm giữ, bị can, bị cáo, người bị kết án, người phải chấp hành án, người bị hại, đương sự tự sát; c) gây thiệt hại 1.000.000.000 đồng trở lên.","Khoản 3, Điều 375 - Làm sai lệch hồ sơ vụ án, vụ việc",Tù từ 10 năm đến 15 năm,Tù 15 năm,Rất nghiêm trọng,4,4,4,,2,1,15,,,,,
376_1,"Thiếu trách nhiệm để người bị bắt, người bị tạm giữ, tạm giam, người đang chấp hành án phạt tù trốn",376,1,"1. người nào được giao trách nhiệm trực tiếp quản lý, canh gác, áp giải người bị bắt, người bị tạm giữ, tạm giam, người đang chấp hành án phạt tù mà không thực hiện hoặc thực hiện không đúng quy định về quản lý, canh gác, áp giải để người thực hiện tội phạm ít nghiêm trọng hoặc tội phạm nghiêm trọng trốn thuộc một trong các trường hợp sau đây, thì bị phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 06 tháng đến 03 năm: a) làm vụ án bị tạm đình chỉ; b) người bỏ trốn trả thù người có thẩm quyền tiến hành tố tụng, người tham gia tố tụng; c) người bỏ trốn tiếp tục thực hiện tội phạm ít nghiêm trọng hoặc tội phạm nghiêm trọng.","Khoản 1, Điều 376 - Thiếu trách nhiệm để người bị bắt, người bị tạm giữ, tạm giam, người đang chấp hành án phạt tù trốn",Cải tạo không giam giữ đến 03 năm; Tù từ 06 tháng đến 03 năm,Tù 03 năm,Ít nghiêm trọng,2,2,,,2,1,5,,,,,
376_2,"Thiếu trách nhiệm để người bị bắt, người bị tạm giữ, tạm giam, người đang chấp hành án phạt tù trốn",376,2,"2. phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 02 năm đến 07 năm: a) làm vụ án bị đình chỉ; b) người bỏ trốn tiếp tục thực hiện tội phạm rất nghiêm trọng; c) để từ 02 người đến 05 người bỏ trốn; d) để người thực hiện tội phạm rất nghiêm trọng bỏ trốn; đ) gây ảnh hưởng xấu đến an ninh, trật tự, an toàn xã hội.","Khoản 2, Điều 376 - Thiếu trách nhiệm để người bị bắt, người bị tạm giữ, tạm giam, người đang chấp hành án phạt tù trốn",Tù từ 02 năm đến 07 năm,Tù 07 năm,Nghiêm trọng,3,3,2,,2,1,10,,,,,
376_3,"Thiếu trách nhiệm để người bị bắt, người bị tạm giữ, tạm giam, người đang chấp hành án phạt tù trốn",376,3,"3. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 05 năm đến 10 năm: a) người bỏ trốn tiếp tục thực hiện tội phạm đặc biệt nghiêm trọng; b) để 06 người trở lên bỏ trốn; c) để người thực hiện tội phạm đặc biệt nghiêm trọng bỏ trốn.","Khoản 3, Điều 376 - Thiếu trách nhiệm để người bị bắt, người bị tạm giữ, tạm giam, người đang chấp hành án phạt tù trốn",Tù từ 05 năm đến 10 năm,Tù 10 năm,Rất nghiêm trọng,4,4,4,,2,1,15,,,,,
377_1,"Lợi dụng chức vụ, quyền hạn bắt, giữ, giam người trái pháp luật",377,1,"1. người nào lợi dụng chức vụ, quyền hạn thực hiện một trong các hành vi sau đây, thì bị phạt tù từ 06 tháng đến 03 năm: a) không ra quyết định trả tự do cho người được trả tự do theo quy định của luật; b) ra lệnh, quyết định bắt, giữ, giam người không có căn cứ theo quy định của luật; c) không chấp hành quyết định trả tự do cho người được trả tự do theo quy định của luật; d) thực hiện việc bắt, giữ, giam người không có lệnh, quyết định theo quy định của luật hoặc tuy có lệnh, quyết định nhưng chưa có hiệu lực thi hành; đ) không ra lệnh, quyết định gia hạn tạm giữ, tạm giam hoặc thay đổi, hủy bỏ biện pháp tạm giữ, tạm giam khi hết thời hạn tạm giữ, tạm giam dẫn đến người bị tạm giữ, tạm giam bị giam, giữ quá hạn.","Khoản 1, Điều 377 - Lợi dụng chức vụ, quyền hạn bắt, giữ, giam người trái pháp luật",Tù từ 06 tháng đến 03 năm,Tù 03 năm,Ít nghiêm trọng,2,2,,,2,1,5,,,,,
377_2,"Lợi dụng chức vụ, quyền hạn bắt, giữ, giam người trái pháp luật",377,2,"2. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 02 năm đến 07 năm: a) giam, giữ trái pháp luật từ 02 người đến 05 người; b) làm người bị giam, giữ trái pháp luật tổn hại về sức khỏe với tỷ lệ tổn thương cơ thể từ 31% đến 60%; c) làm người bị giam, giữ hoặc gia đình họ lâm vào hoàn cảnh kinh tế đặc biệt khó khăn; d) đối với người dưới 18 tuổi, phụ nữ mà biết là có thai, người già yếu, người khuyết tật nặng hoặc khuyết tật đặc biệt nặng.","Khoản 2, Điều 377 - Lợi dụng chức vụ, quyền hạn bắt, giữ, giam người trái pháp luật",Tù từ 02 năm đến 07 năm,Tù 07 năm,Nghiêm trọng,3,3,2,,2,1,10,,,,,
377_3,"Lợi dụng chức vụ, quyền hạn bắt, giữ, giam người trái pháp luật",377,3,"3. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 05 năm đến 12 năm: a) giam, giữ trái pháp luật 06 người trở lên; b) làm người bị giam, giữ trái pháp luật tổn hại về sức khỏe với tỷ lệ tổn thương cơ thể 61% trở lên hoặc chết; c) làm người bị giam, giữ tự sát; d) làm gia đình người bị giam, giữ ly tán.","Khoản 3, Điều 377 - Lợi dụng chức vụ, quyền hạn bắt, giữ, giam người trái pháp luật",Tù từ 05 năm đến 12 năm,Tù 12 năm,Rất nghiêm trọng,4,4,4,,2,1,15,,,,,
378_1,"Tha trái pháp luật người bị bắt, người đang bị tạm giữ, tạm giam, người đang chấp hành án phạt tù",378,1,"1. Người nào lợi dụng chức vụ, quyền hạn hoặc lạm quyền tha trái pháp luật người bị bắt, người đang bị tạm giữ, tạm giam, người đang chấp hành án phạt tù, thì bị phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 06 tháng đến 03 năm.","Khoản 1, Điều 378 - Tha trái pháp luật người bị bắt, người đang bị tạm giữ, tạm giam, người đang chấp hành án phạt tù",Cải tạo không giam giữ đến 03 năm; Tù từ 06 tháng đến 03 năm,Tù 03 năm,Ít nghiêm trọng,2,2,,,2,1,5,,,,,
378_2,"Tha trái pháp luật người bị bắt, người đang bị tạm giữ, tạm giam, người đang chấp hành án phạt tù",378,2,"2. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 02 năm đến 07 năm: a) tha trái pháp luật người bị bắt, người đang bị tạm giữ, tạm giam, người đang chấp hành án phạt tù về tội phạm rất nghiêm trọng hoặc tội phạm đặc biệt nghiêm trọng; b) người được tha trái pháp luật bỏ trốn hoặc có hành vi cản trở việc điều tra, truy tố, xét xử hoặc tiếp tục thực hiện tội phạm ít nghiêm trọng hoặc tội phạm nghiêm trọng; c) người được tha trái pháp luật trả thù người có thẩm quyền tiến hành tố tụng, người tham gia tố tụng; d) tha trái pháp luật từ 02 người đến 05 người.","Khoản 2, Điều 378 - Tha trái pháp luật người bị bắt, người đang bị tạm giữ, tạm giam, người đang chấp hành án phạt tù",Tù từ 02 năm đến 07 năm,Tù 07 năm,Nghiêm trọng,3,3,2,,2,1,10,,,,,
378_3,"Tha trái pháp luật người bị bắt, người đang bị tạm giữ, tạm giam, người đang chấp hành án phạt tù",378,3,"3. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 05 năm đến 10 năm: a) tha trái pháp luật 06 người trở lên; b) người được tha trái pháp luật thực hiện tội phạm rất nghiêm trọng hoặc tội phạm đặc biệt nghiêm trọng.","Khoản 3, Điều 378 - Tha trái pháp luật người bị bắt, người đang bị tạm giữ, tạm giam, người đang chấp hành án phạt tù",Tù từ 05 năm đến 10 năm,Tù 10 năm,Rất nghiêm trọng,4,4,4,,2,1,15,,,,,
379_1,Không thi hành án,379,1,"1. Người nào có thẩm quyền mà cố ý không ra quyết định thi hành án hoặc không thi hành quyết định thi hành bản án, quyết định của tòa án thuộc một trong các trường hợp sau đây, thì bị phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 06 tháng đến 03 năm: a) đã bị xử lý kỷ luật về hành vi này mà còn vi phạm; b) dẫn đến người bị kết án, người phải chấp hành án bỏ trốn; c) dẫn đến hết thời hiệu thi hành án; d) dẫn đến người bị kết án, người phải chấp hành án, người có nghĩa vụ thi hành án tẩu tán tài sản và không thi hành được nghĩa vụ thi hành án với số tiền từ 50.000.000 đồng đến dưới 200.000.000 đồng.","Khoản 1, Điều 379 - Không thi hành án",Cải tạo không giam giữ đến 03 năm; Tù từ 06 tháng đến 03 năm,Tù 03 năm,Ít nghiêm trọng,2,2,,,2,1,5,,,,,
379_2,Không thi hành án,379,2,"2. Phạm tội thuộc một trong những trường hợp sau đây, thì bị phạt tù từ 02 năm đến 07 năm: a) phạm tội 02 lần trở lên; b) dẫn đến người bị kết án, người phải chấp hành án tiếp tục thực hiện tội phạm ít nghiêm trọng hoặc tội phạm nghiêm trọng; c) dẫn đến người bị kết án, người phải thi hành án, người có nghĩa vụ thi hành án tẩu tán tài sản và không thi hành được nghĩa vụ thi hành án với số tiền từ 200.000.000 đồng đến dưới 1.000.000.000 đồng.","Khoản 2, Điều 379 - Không thi hành án",Tù từ 02 năm đến 07 năm,Tù 07 năm,Nghiêm trọng,3,3,2,,2,1,10,,,,,
379_3,Không thi hành án,379,3,"3. Phạm tội thuộc một trong những trường hợp sau đây, thì bị phạt tù từ 05 năm đến 10 năm: a) dẫn đến người bị kết án, người phải chấp hành án tiếp tục thực hiện tội phạm rất nghiêm trọng hoặc tội phạm đặc biệt nghiêm trọng; b) dẫn đến người bị kết án, người phải thi hành án, người có nghĩa vụ thi hành án tẩu tán tài sản và không thi hành được nghĩa vụ thi hành án với số tiền 1.000.000.000 đồng trở lên.","Khoản 3, Điều 379 - Không thi hành án",Tù từ 05 năm đến 10 năm,Tù 10 năm,Rất nghiêm trọng,4,4,4,,2,1,15,,,,,
380_1,Không chấp hành án,380,1,"1. Người nào có điều kiện mà không chấp hành bản án hoặc quyết định của tòa án đã có hiệu lực pháp luật mặc dù đã bị áp dụng biện pháp cưỡng chế theo quy định của pháp luật hoặc đã bị xử phạt vi phạm hành chính về hành vi này mà còn vi phạm, thì bị phạt tù từ 03 tháng đến 02 năm.","Khoản 1, Điều 380 - Không chấp hành án",Tù từ 03 tháng đến 02 năm,Tù 02 năm,Ít nghiêm trọng,2,2,,,2,1,5,,,,,
380_2,Không chấp hành án,380,2,"2. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 02 năm đến 05 năm: a) chống lại chấp hành viên hoặc người đang thi hành công vụ; b) dùng thủ đoạn tinh vi, xảo quyệt; c) tẩu tán tài sản.","Khoản 2, Điều 380 - Không chấp hành án",Tù từ 02 năm đến 05 năm,Tù 05 năm,Nghiêm trọng,3,3,2,,2,1,10,,,,,
381_1,Cản trở việc thi hành án,381,1,"1. Người nào lợi dụng chức vụ, quyền hạn cố ý cản trở việc thi hành án thuộc một trong các trường hợp sau đây, thì bị phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 06 tháng đến 03 năm: a) dẫn đến người bị kết án, người phải chấp hành án bỏ trốn; b) dẫn đến hết thời hiệu thi hành án; c) dẫn đến người bị kết án, người phải chấp hành án, người có nghĩa vụ thi hành án tẩu tán tài sản và không thi hành được nghĩa vụ thi hành án với số tiền từ 50.000.000 đồng đến dưới 200.000.000 đồng; d) gây thiệt hại từ 50.000.000 đồng đến dưới 200.000.000 đồng.","Khoản 1, Điều 381 - Cản trở việc thi hành án",Cải tạo không giam giữ đến 03 năm; Tù từ 06 tháng đến 03 năm,Tù 03 năm,Ít nghiêm trọng,2,2,,,2,1,5,,,,,
381_2,Cản trở việc thi hành án,381,2,"2. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 02 năm đến 05 năm: a) phạm tội 02 lần trở lên; b) dẫn đến người bị kết án, người phải chấp hành án tiếp tục thực hiện tội phạm; c) dẫn đến người bị kết án, người phải thi hành án, người có nghĩa vụ thi hành án tẩu tán tài sản và không thi hành được nghĩa vụ thi hành án với số tiền 200.000.000 đồng trở lên; d) gây thiệt hại 200.000.000 đồng trở lên.","Khoản 2, Điều 381 - Cản trở việc thi hành án",Tù từ 02 năm đến 05 năm,Tù 05 năm,Nghiêm trọng,3,3,2,,2,1,10,,,,,
382_1,Cung cấp tài liệu sai sự thật hoặc khai báo gian dối,382,1,"1. Người làm chứng, người giám định, người định giá tài sản, người phiên dịch, người dịch thuật, người bào chữa nào mà kết luận, dịch, khai gian dối hoặc cung cấp những tài liệu mà mình biết rõ là sai sự thật, thì bị phạt cảnh cáo, phạt cải tạo không giam giữ đến 01 năm hoặc phạt tù từ 03 tháng đến 01 năm.","Khoản 1, Điều 382 - Cung cấp tài liệu sai sự thật hoặc khai báo gian dối",Cảnh cáo; Cải tạo không giam giữ đến 01 năm; Tù 03 tháng đến 01 năm,Tù 01 năm,Ít nghiêm trọng,2,2,,,2,1,5,,,,,
382_2,Cung cấp tài liệu sai sự thật hoặc khai báo gian dối,382,2,"2. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 01 năm đến 03 năm: a) có tổ chức; b) dẫn đến việc giải quyết vụ án, vụ việc bị sai lệch.","Khoản 2, Điều 382 - Cung cấp tài liệu sai sự thật hoặc khai báo gian dối",Tù từ 01 năm đến 03 năm,Tù 03 năm,Ít nghiêm trọng,2,2,,,2,1,5,,,,,
382_3,Cung cấp tài liệu sai sự thật hoặc khai báo gian dối,382,3,"3. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 03 năm đến 07 năm: a) phạm tội 02 lần trở lên; b) dẫn đến việc kết án oan người vô tội hoặc bỏ lọt tội phạm hoặc người phạm tội.","Khoản 3, Điều 382 - Cung cấp tài liệu sai sự thật hoặc khai báo gian dối",Tù từ 03 năm đến 07 năm,Tù 07 năm,Nghiêm trọng,3,3,2,,2,1,10,,,,,
383_1,"Từ chối khai báo, từ chối kết luận giám định, định giá tài sản hoặc từ chối cung cấp tài liệu",383,1,"1. Người làm chứng nếu không thuộc trường hợp quy định tại khoản 2 điều 19 của bộ luật này, người giám định, người định giá tài sản, người dịch thuật từ chối khai báo, trốn tránh việc kết luận giám định, định giá tài sản hoặc từ chối cung cấp tài liệu mà không có lý do chính đáng, thì bị phạt cảnh cáo, phạt cải tạo không giam giữ đến 01 năm hoặc phạt tù từ 03 tháng đến 01 năm.","Khoản 1, Điều 383 - Từ chối khai báo, từ chối kết luận giám định, định giá tài sản hoặc từ chối cung cấp tài liệu",Cảnh cáo; Cải tạo không giam giữ đến 01 năm; Tù 03 tháng đến 01 năm,Tù 01 năm,Ít nghiêm trọng,2,2,,,2,1,5,,,,,
384_1,"Mua chuộc hoặc cưỡng ép người khác trong việc khai báo, cung cấp tài liệu",384,1,"1. Người nào mua chuộc hoặc cưỡng ép người làm chứng, người bị hại, đương sự trong các vụ án hình sự, hành chính, dân sự khai báo gian dối, cung cấp tài liệu sai sự thật hoặc không khai báo, không cung cấp tài liệu; mua chuộc hoặc cưỡng ép người giám định, người định giá tài sản kết luận gian dối, người phiên dịch, người dịch thuật dịch xuyên tạc, thì bị phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 03 tháng đến 03 năm.","Khoản 1, Điều 384 - Mua chuộc hoặc cưỡng ép người khác trong việc khai báo, cung cấp tài liệu",Cải tạo không giam giữ đến 03 năm; Tù từ 03 tháng đến 03 năm,Tù 03 năm,Ít nghiêm trọng,2,2,,,2,1,5,,,,,
385_1,"Vi phạm việc niêm phong, kê biên tài sản, phong tỏa tài khoản",385,1,"1. Người nào được giao giữ, quản lý tài sản bị kê biên, bị niêm phong hoặc vật chứng bị niêm phong, tài khoản bị phong tỏa mà thực hiện một trong các hành vi sau đây, thì bị phạt cải tạo không giam giữ đến 02 năm hoặc phạt tù từ 03 tháng đến 02 năm: a) phá hủy niêm phong, giải tỏa việc phong tỏa tài khoản mà không có quyết định của người có thẩm quyền; b) tiêu dùng, chuyển nhượng, đánh tráo, cất giấu hoặc hủy hoại tài sản bị kê biên.","Khoản 1, Điều 385 - Vi phạm việc niêm phong, kê biên tài sản, phong tỏa tài khoản",Cải tạo không giam giữ đến 02 năm; Tù từ 03 tháng đến 02 năm,Tù 02 năm,Ít nghiêm trọng,2,2,,,2,1,5,,,,,
385_2,"Vi phạm việc niêm phong, kê biên tài sản, phong tỏa tài khoản",385,2,"2. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 02 năm đến 07 năm: a) dẫn đến việc giải quyết vụ án, vụ việc bị sai lệch; b) dẫn đến bị can, bị cáo, người bị kết án, người phải thi hành án, người có nghĩa vụ thi hành án tẩu tán tài sản và không thi hành được nghĩa vụ thi hành án với số tiền 100.000.000 đồng trở lên.","Khoản 2, Điều 385 - Vi phạm việc niêm phong, kê biên tài sản, phong tỏa tài khoản",Tù từ 02 năm đến 07 năm,Tù 07 năm,Nghiêm trọng,3,3,2,,2,1,10,,,,,
386_1,"Trốn khỏi nơi giam, giữ hoặc trốn khi đang bị áp giải, đang bị xét xử",386,1,"1. Người nào đang bị tạm giữ, tạm giam, áp giải, xét xử hoặc chấp hành án phạt tù mà bỏ trốn, thì bị phạt tù từ 06 tháng đến 03 năm.","Khoản 1, Điều 386 - Trốn khỏi nơi giam, giữ hoặc trốn khi đang bị áp giải, đang bị xét xử",Tù từ 06 tháng đến 03 năm,Tù 03 năm,Ít nghiêm trọng,2,2,,,2,1,5,,,,,
387_1,"Đánh tháo người bị bắt, bị tạm giữ, tạm giam, người đang bị áp giải, xét xử, chấp hành án phạt tù",387,1,"1. Người nào đánh tháo người bị bắt, tạm giữ, tạm giam, người đang bị áp giải, xét xử hoặc chấp hành án phạt tù, nếu không thuộc trường hợp quy định tại điều 119 của bộ luật này, thì bị phạt tù từ 02 năm đến 07 năm.","Khoản 1, Điều 387 - Đánh tháo người bị bắt, bị tạm giữ, tạm giam, người đang bị áp giải, xét xử, chấp hành án phạt tù",Tù từ 02 năm đến 07 năm,Tù 07 năm,Nghiêm trọng,3,3,2,,2,1,10,,,,,
387_2,"Đánh tháo người bị bắt, bị tạm giữ, tạm giam, người đang bị áp giải, xét xử, chấp hành án phạt tù",387,2,"2. Phạm tội thuộc một trong những trường hợp sau đây, thì bị phạt tù từ 05 năm đến 12 năm: a) có tổ chức; b) lợi dụng chức vụ, quyền hạn; c) dùng vũ lực đối với người canh gác hoặc người áp giải; d) đánh tháo người bị kết án về tội xâm phạm an ninh quốc gia hoặc người bị kết án tử hình.","Khoản 2, Điều 387 - Đánh tháo người bị bắt, bị tạm giữ, tạm giam, người đang bị áp giải, xét xử, chấp hành án phạt tù",Tù từ 05 năm đến 12 năm; Tử hình,Tử hình,Đặc biệt nghiêm trọng,4,4,4,4,2,1,20,,,,,
388_1,Vi phạm quy định về giam giữ,388,1,"1. người nào thực hiện một trong các hành vi sau đây vi phạm quy định của pháp luật về giam giữ, đã bị xử lý kỷ luật, xử phạt vi phạm hành chính về một trong các hành vi này hoặc đã bị kết án về tội này, chưa được xóa án tích mà còn vi phạm, thì bị phạt tù từ 06 tháng đến 03 năm: a) gây rối hoặc chống lại mệnh lệnh của người có thẩm quyền trong quản lý giam giữ; b) không có trách nhiệm mà đưa vào, tàng trữ, sử dụng thiết bị thông tin liên lạc cá nhân hoặc phương tiện ghi âm, ghi hình trong cơ sở giam giữ.","Khoản 1, Điều 388 - Vi phạm quy định về giam giữ",Tù từ 06 tháng đến 03 năm,Tù 03 năm,Ít nghiêm trọng,2,2,,,2,1,5,,,,,
388_2,Vi phạm quy định về giam giữ,388,2,"2. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 02 năm đến 07 năm: a) có tổ chức; b) lợi dụng chức vụ, quyền hạn; c) dùng thủ đoạn tinh vi, xảo quyệt; d) tái phạm nguy hiểm.","Khoản 2, Điều 388 - Vi phạm quy định về giam giữ",Tù từ 02 năm đến 07 năm,Tù 07 năm,Nghiêm trọng,3,3,2,,2,1,10,,,,,
389_1,Che giấu tội phạm,389,1,"1. người nào không hứa hẹn trước mà che giấu một trong các tội phạm quy định tại các điều sau đây của bộ luật này, nếu không thuộc trường hợp quy định tại khoản 2 điều 18 của bộ luật này, thì bị phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 06 tháng đến 05 năm: a) các điều 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 119, 120 và 121; b) điều 123, các khoản 2, 3 và 4 điều 141, điều 142, điều 144, khoản 2 và khoản 3 điều 146, các khoản 1, 2 và 3 điều 150, các điều 151, 152, 153 và 154; c) điều 168, điều 169, các khoản 2, 3 và 4 điều 173, các khoản 2, 3 và 4 điều 174, các khoản 2, 3 và 4 điều 175, các khoản 2, 3 và 4 điều 178; d) khoản 3 và khoản 4 điều 188, khoản 3 điều 189, khoản 2 và khoản 3 điều 190, khoản 2 và khoản 3 điều 191, khoản 2 và khoản 3 điều 192, các khoản 1, 2, 3 và 4 điều 193, các khoản 1, 2, 3 và 4 điều 194, các khoản 2, 3 và 4 điều 195, khoản 2 và khoản 3 điều 196, khoản 3 điều 205, các khoản 2, 3 và 4 điều 206, điều 207, điều 208, khoản 2 và khoản 3 điều 219, khoản 2 và khoản 3 điều 220, khoản 2 và khoản 3 điều 221, khoản 2 và khoản 3 điều 222, khoản 2 và khoản 3 điều 223, khoản 2 và khoản 3 điều 224; đ) khoản 2 và khoản 3 điều 243; e) các điều 248, 249, 250, 251, 252 và 253, khoản 2 điều 254, các điều 255, 256, 257 và 258, khoản 2 điều 259; g) các khoản 2, 3 và 4 điều 265, các điều 282, 299, 301, 302, 303 và 304, các khoản 2, 3 và 4 điều 305, các khoản 2, 3 và 4 điều 309, các khoản 2, 3 và 4 điều 311, khoản 2 và khoản 3 điều 329; h) các khoản 2, 3 và 4 điều 353, các khoản 2, 3 và 4 điều 354, các khoản 2, 3 và 4 điều 355, khoản 2 và khoản 3 điều 356, các khoản 2, 3 và 4 điều 357, các khoản 2, 3 và 4 điều 358, các khoản 2, 3 và 4 điều 359, các khoản 2, 3 và 4 điều 364, các khoản 2, 3 và 4 điều 365; i) khoản 3 và khoản 4 điều 373, khoản 3 và khoản 4 điều 374, khoản 2 điều 386; k) các điều 421, 422, 423, 424 và 425.","Khoản 1, Điều 389 - Che giấu tội phạm",Cải tạo không giam giữ đến 03 năm; Tù từ 06 tháng đến 05 năm,Tù 05 năm,Nghiêm trọng,3,3,2,,2,1,10,,,,,
